tiltle;Teilemarke,  Teilenummer;Unnamed: 2;Unnamed: 3;Preis;Unnamed: 5;interne Artikelnummer;Unnamed: 7;Unnamed: 8;Unnamed: 9;Zustand;Pfand;Unnamed: 12;Versandklasse ;Unnamed: 14;Unnamed: 15;Lieferzeit
;Airstal, 10-0490;;;331,26;;10-0490;;;;5.0;0;;1;;;3
;Airstal, 10-0491;;;346,51;;10-0491;;;;4.0;0;;1;;;3
;Airstal, 10-0493;;;322,53;;10-0493;;;;3.0;0;;1;;;3
;Airstal, 10-0495;;;296,38;;10-0495;;;;1.0;0;;1;;;3
;Airstal, 10-0496;;;278,95;;10-0496;;;;2.0;0;;1;;;3
;Airstal, 10-0497;;;320,36;;10-0497;;;;12.0;0;;1;;;3
;Airstal, 10-0498;;;383,55;;10-0498;;;;2.0;0;;1;;;3
;Airstal, 10-0499;;;440,22;;10-0499;;;;1.0;0;;1;;;3
;Airstal, 10-0502;;;283,31;;10-0502;;;;1.0;0;;1;;;3
;Airstal, 10-0503;;;285,48;;10-0503;;;;5.0;0;;1;;;3
;Airstal, 10-0504;;;370,48;;10-0504;;;;1.0;0;;1;;;3
;Airstal, 10-0507;;;335,62;;10-0507;;;;1.0;0;;1;;;3
;Airstal, 10-0509;;;359,58;;10-0509;;;;1.0;0;;1;;;3
;Airstal, 10-0510;;;359,58;;10-0510;;;;2.0;0;;1;;;3
;Airstal, 10-0514;;;307,28;;10-0514;;;;1.0;0;;1;;;3
;Airstal, 10-0518;;;296,38;;10-0518;;;;1.0;0;;1;;;3
;Airstal, 10-0519;;;283,31;;10-0519;;;;4.0;0;;1;;;3
;Airstal, 10-0520;;;333,43;;10-0520;;;;28.0;0;;1;;;3
;Airstal, 10-0522;;;268,05;;10-0522;;;;1.0;0;;1;;;3
;Airstal, 10-0523;;;285,48;;10-0523;;;;1.0;0;;1;;;3
;Airstal, 10-0527;;;342,15;;10-0527;;;;2.0;0;;1;;;3
;Airstal, 10-0528;;;296,38;;10-0528;;;;2.0;0;;1;;;3
;Airstal, 10-0530;;;296,38;;10-0530;;;;4.0;0;;1;;;3
;Airstal, 10-0531;;;296,38;;10-0531;;;;4.0;0;;1;;;3
;Airstal, 10-0532;;;337,79;;10-0532;;;;1.0;0;;1;;;3
;Airstal, 10-0533;;;342,15;;10-0533;;;;1.0;0;;1;;;3
;Airstal, 10-0534;;;302,93;;10-0534;;;;21.0;0;;1;;;3
;Airstal, 10-0536;;;305,1;;10-0536;;;;1.0;0;;1;;;3
;Airstal, 10-0537;;;311,64;;10-0537;;;;1.0;0;;1;;;3
;Airstal, 10-0539;;;296,38;;10-0539;;;;3.0;0;;1;;;3
;Airstal, 10-0540;;;296,38;;10-0540;;;;2.0;0;;1;;;3
;Airstal, 10-0542;;;272,41;;10-0542;;;;5.0;0;;1;;;3
;Airstal, 10-0543;;;302,93;;10-0543;;;;1.0;0;;1;;;3
;Airstal, 10-0544;;;361,76;;10-0544;;;;6.0;0;;1;;;3
;Airstal, 10-0545;;;302,93;;10-0545;;;;1.0;0;;1;;;3
;Airstal, 10-0548;;;318,17;;10-0548;;;;2.0;0;;1;;;3
;Airstal, 10-0549;;;296,38;;10-0549;;;;1.0;0;;1;;;3
;Airstal, 10-0550;;;294,21;;10-0550;;;;9.0;0;;1;;;3
;Airstal, 10-0551;;;294,21;;10-0551;;;;3.0;0;;1;;;3
;Airstal, 10-0554;;;353,05;;10-0554;;;;2.0;0;;1;;;3
;Airstal, 10-0556;;;333,43;;10-0556;;;;1.0;0;;1;;;3
;Airstal, 10-0557;;;268,05;;10-0557;;;;108.0;0;;1;;;3
;Airstal, 10-0558;;;337,79;;10-0558;;;;1.0;0;;1;;;3
;Airstal, 10-0560;;;296,38;;10-0560;;;;1.0;0;;1;;;3
;Airstal, 10-0561;;;324,72;;10-0561;;;;1.0;0;;1;;;3
;Airstal, 10-0564;;;377,02;;10-0564;;;;12.0;0;;1;;;3
;Airstal, 10-0565;;;313,82;;10-0565;;;;1.0;0;;1;;;3
;Airstal, 10-0566;;;361,76;;10-0566;;;;5.0;0;;1;;;3
;Airstal, 10-0567;;;335,62;;10-0567;;;;94.0;0;;1;;;3
;Airstal, 10-0568;;;296,38;;10-0568;;;;1.0;0;;1;;;3
;Airstal, 10-0571;;;296,38;;10-0571;;;;1.0;0;;1;;;3
;Airstal, 10-0572;;;296,38;;10-0572;;;;16.0;0;;1;;;3
;Airstal, 10-0574;;;296,38;;10-0574;;;;2.0;0;;1;;;3
;Airstal, 10-0579;;;257,16;;10-0579;;;;14.0;0;;1;;;3
;Airstal, 10-0581;;;359,58;;10-0581;;;;2.0;0;;1;;;3
;Airstal, 10-0583;;;307,28;;10-0583;;;;1.0;0;;1;;;3
;Airstal, 10-0585;;;296,38;;10-0585;;;;1.0;0;;1;;;3
;Airstal, 10-0588;;;281,13;;10-0588;;;;15.0;0;;1;;;3
;Airstal, 10-0589;;;281,13;;10-0589;;;;2.0;0;;1;;;3
;Airstal, 10-0590;;;257,16;;10-0590;;;;4.0;0;;1;;;3
;Airstal, 10-0591;;;313,82;;10-0591;;;;1.0;0;;1;;;3
;Airstal, 10-0592;;;346,51;;10-0592;;;;3.0;0;;1;;;3
;Airstal, 10-0593;;;281,13;;10-0593;;;;33.0;0;;1;;;3
;Airstal, 10-0594;;;274,59;;10-0594;;;;19.0;0;;1;;;3
;Airstal, 10-0596;;;294,21;;10-0596;;;;4.0;0;;1;;;3
;Airstal, 10-0597;;;261,52;;10-0597;;;;24.0;0;;1;;;3
;Airstal, 10-0598;;;370,48;;10-0598;;;;1.0;0;;1;;;3
;Airstal, 10-0599;;;307,28;;10-0599;;;;2.0;0;;1;;;3
;Airstal, 10-0600;;;337,79;;10-0600;;;;1.0;0;;1;;;3
;Airstal, 10-0603;;;313,82;;10-0603;;;;6.0;0;;1;;;3
;Airstal, 10-0605;;;368,31;;10-0605;;;;1.0;0;;1;;;3
;Airstal, 10-0606;;;346,51;;10-0606;;;;15.0;0;;1;;;3
;Airstal, 10-0607;;;283,31;;10-0607;;;;36.0;0;;1;;;3
;Airstal, 10-0608;;;296,38;;10-0608;;;;6.0;0;;1;;;3
;Airstal, 10-0609;;;346,51;;10-0609;;;;5.0;0;;1;;;3
;Airstal, 10-0611;;;285,48;;10-0611;;;;27.0;0;;1;;;3
;Airstal, 10-0612;;;289,85;;10-0612;;;;2.0;0;;1;;;3
;Airstal, 10-0613;;;285,48;;10-0613;;;;2.0;0;;1;;;3
;Airstal, 10-0614;;;331,26;;10-0614;;;;34.0;0;;1;;;3
;Airstal, 1006153;;;409,71;;19998;;;;1.0;0;;1;;;3
;Airstal, 10-0617;;;285,48;;10-0617;;;;5.0;0;;1;;;3
;Airstal, 10-0618;;;285,48;;10-0618;;;;2.0;0;;1;;;3
;Airstal, 10-0619;;;276,77;;10-0619;;;;10.0;0;;1;;;3
;Airstal, 10-0620;;;276,77;;10-0620;;;;12.0;0;;1;;;3
;Airstal, 10-0621;;;283,31;;10-0621;;;;2.0;0;;1;;;3
;Airstal, 10-0623;;;285,48;;10-0623;;;;15.0;0;;1;;;3
;Airstal, 10-0624;;;287,67;;10-0624;;;;82.0;0;;1;;;3
;Airstal, 10-0627;;;337,79;;10-0627;;;;1.0;0;;1;;;3
;Airstal, 10-0628;;;294,21;;10-0628;;;;97.0;0;;1;;;3
;Airstal, 10-0629;;;331,26;;10-0629;;;;12.0;0;;1;;;3
;Airstal, 10-0630;;;331,26;;10-0630;;;;17.0;0;;1;;;3
;Airstal, 10-0631;;;368,31;;10-0631;;;;2.0;0;;1;;;3
;Airstal, 10-0632;;;311,64;;10-0632;;;;6.0;0;;1;;;3
;Airstal, 10-0633;;;348,69;;10-0633;;;;2.0;0;;1;;;3
;Airstal, 10-0634;;;324,72;;10-0634;;;;4.0;0;;1;;;3
;Airstal, 10-0635;;;377,02;;10-0635;;;;4.0;0;;1;;;3
;Airstal, 10-0636;;;324,72;;10-0636;;;;29.0;0;;1;;;3
;Airstal, 10-0637;;;331,26;;10-0637;;;;3.0;0;;1;;;3
;Airstal, 10-0639;;;359,58;;10-0639;;;;3.0;0;;1;;;3
;Airstal, 10-0640;;;307,28;;10-0640;;;;1.0;0;;1;;;3
;Airstal, 10-0642;;;272,41;;10-0642;;;;43.0;0;;1;;;3
;Airstal, 10-0644;;;346,51;;10-0644;;;;5.0;0;;1;;;3
;Airstal, 10-0645;;;368,31;;10-0645;;;;4.0;0;;1;;;3
;Airstal, 10-0647;;;342,15;;10-0647;;;;1.0;0;;1;;;3
;Airstal, 10-0648;;;320,36;;10-0648;;;;11.0;0;;1;;;3
;Airstal, 10-0649;;;331,26;;10-0649;;;;3.0;0;;1;;;3
;Airstal, 10-0650;;;318,17;;10-0650;;;;34.0;0;;1;;;3
;Airstal, 1006518;;;398,81;;20363;;;;1.0;0;;1;;;3
;Airstal, 10-0653;;;261,52;;10-0653;;;;3.0;0;;1;;;3
;Airstal, 10-0654;;;296,38;;10-0654;;;;1.0;0;;1;;;3
;Airstal, 10-0655;;;278,95;;10-0655;;;;41.0;0;;1;;;3
;Airstal, 10-0656;;;296,38;;10-0656;;;;30.0;0;;1;;;3
;Airstal, 10-0657;;;289,85;;10-0657;;;;10.0;0;;1;;;3
;Airstal, 10-0658;;;298,57;;10-0658;;;;5.0;0;;1;;;3
;Airstal, 10-0659;;;294,21;;10-0659;;;;16.0;0;;1;;;3
;Airstal, 10-0660;;;342,15;;10-0660;;;;12.0;0;;1;;;3
;Airstal, 10-0661;;;335,62;;10-0661;;;;6.0;0;;1;;;3
;Airstal, 10-0662;;;346,51;;10-0662;;;;5.0;0;;1;;;3
;Airstal, 10-0663;;;296,38;;10-0663;;;;1.0;0;;1;;;3
;Airstal, 10-0664;;;335,62;;10-0664;;;;12.0;0;;1;;;3
;Airstal, 10-0666;;;494,7;;10-0666;;;;1.0;0;;1;;;3
;Airstal, 10-0667;;;335,62;;10-0667;;;;7.0;0;;1;;;3
;Airstal, 10-0668;;;359,58;;10-0668;;;;1.0;0;;1;;;3
;Airstal, 10-0669;;;363,95;;10-0669;;;;20.0;0;;1;;;3
;Airstal, 10-0670;;;420,6;;10-0670;;;;2.0;0;;1;;;3
;Airstal, 10-0671;;;353,05;;10-0671;;;;32.0;0;;1;;;3
;Airstal, 10-0672;;;289,85;;10-0672;;;;1.0;0;;1;;;3
;Airstal, 10-0673;;;318,17;;10-0673;;;;27.0;0;;1;;;3
;Airstal, 10-0674;;;342,15;;10-0674;;;;3.0;0;;1;;;3
;Airstal, 10-0677;;;337,79;;10-0677;;;;2.0;0;;1;;;3
;Airstal, 10-0678;;;294,21;;10-0678;;;;4.0;0;;1;;;3
;Airstal, 10-0679;;;307,28;;10-0679;;;;1.0;0;;1;;;3
;Airstal, 10-0681;;;318,17;;10-0681;;;;2.0;0;;1;;;3
;Airstal, 10-0682;;;359,58;;10-0682;;;;1.0;0;;1;;;3
;Airstal, 10-0683;;;302,93;;10-0683;;;;2.0;0;;1;;;3
;Airstal, 10-0684;;;390,1;;10-0684;;;;3.0;0;;1;;;3
;Airstal, 10-0687;;;363,95;;10-0687;;;;2.0;0;;1;;;3
;Airstal, 10-0688;;;342,15;;10-0688;;;;3.0;0;;1;;;3
;Airstal, 10-0691;;;353,05;;10-0691;;;;13.0;0;;1;;;3
;Airstal, 10-0693;;;333,43;;10-0693;;;;1.0;0;;1;;;3
;Airstal, 10-0695;;;377,02;;10-0695;;;;2.0;0;;1;;;3
;Airstal, 10-0697;;;333,43;;10-0697;;;;2.0;0;;1;;;3
;Airstal, 10-0700;;;363,95;;10-0700;;;;2.0;0;;1;;;3
;Airstal, 10-0701;;;359,58;;10-0701;;;;2.0;0;;1;;;3
;Airstal, 10-0702;;;339,97;;10-0702;;;;1.0;0;;1;;;3
;Airstal, 10-0703;;;331,26;;10-0703;;;;1.0;0;;1;;;3
;Airstal, 10-0706;;;353,05;;10-0706;;;;2.0;0;;1;;;3
;Airstal, 10-0707;;;324,72;;10-0707;;;;1.0;0;;1;;;3
;Airstal, 10-0708;;;302,93;;10-0708;;;;53.0;0;;1;;;3
;Airstal, 10-0709;;;296,38;;10-0709;;;;54.0;0;;1;;;3
;Airstal, 10-0710;;;307,28;;10-0710;;;;6.0;0;;1;;;3
;Airstal, 10-0711;;;353,05;;10-0711;;;;5.0;0;;1;;;3
;Airstal, 10-0712;;;274,59;;10-0712;;;;17.0;0;;1;;;3
;Airstal, 10-0713;;;250,62;;10-0713;;;;38.0;0;;1;;;3
;Airstal, 10-0714;;;359,58;;10-0714;;;;1.0;0;;1;;;3
;Airstal, 10-0715;;;331,26;;10-0715;;;;4.0;0;;1;;;3
;Airstal, 10-0716;;;326,9;;10-0716;;;;3.0;0;;1;;;3
;Airstal, 10-0717;;;324,72;;10-0717;;;;2.0;0;;1;;;3
;Airstal, 10-0721;;;292,03;;10-0721;;;;42.0;0;;1;;;3
;Airstal, 10-0722;;;281,13;;10-0722;;;;64.0;0;;1;;;3
;Airstal, 10-0723;;;353,05;;10-0723;;;;1.0;0;;1;;;3
;Airstal, 10-0725;;;272,41;;10-0725;;;;22.0;0;;1;;;3
;Airstal, 10-0731;;;363,95;;10-0731;;;;3.0;0;;1;;;3
;Airstal, 10-0732;;;324,72;;10-0732;;;;15.0;0;;1;;;3
;Airstal, 10-0738;;;333,43;;10-0738;;;;1.0;0;;1;;;3
;Airstal, 10-0739;;;337,79;;10-0739;;;;2.0;0;;1;;;3
;Airstal, 10-0741;;;359,58;;10-0741;;;;1.0;0;;1;;;3
;Airstal, 10-0742;;;296,38;;10-0742;;;;1.0;0;;1;;;3
;Airstal, 10-0744;;;272,41;;10-0744;;;;40.0;0;;1;;;3
;Airstal, 10-0746;;;296,38;;10-0746;;;;3.0;0;;1;;;3
;Airstal, 10-0752;;;337,79;;10-0752;;;;1.0;0;;1;;;3
;Airstal, 10-0753;;;331,26;;10-0753;;;;1.0;0;;1;;;3
;Airstal, 10-0754;;;307,28;;10-0754;;;;4.0;0;;1;;;3
;Airstal, 10-0756;;;337,79;;10-0756;;;;13.0;0;;1;;;3
;Airstal, 1007614;;;390,1;;21459;;;;1.0;0;;1;;;3
;Airstal, 10-0763;;;296,38;;10-0763;;;;1.0;0;;1;;;3
;Airstal, 10-0764;;;324,72;;10-0764;;;;2.0;0;;1;;;3
;Airstal, 10-0767;;;313,82;;10-0767;;;;3.0;0;;1;;;3
;Airstal, 10-0768;;;313,82;;10-0768;;;;1.0;0;;1;;;3
;Airstal, 10-0769;;;359,58;;10-0769;;;;2.0;0;;1;;;3
;Airstal, 10-0770;;;363,95;;10-0770;;;;1.0;0;;1;;;3
;Airstal, 10-0771;;;342,15;;10-0771;;;;12.0;0;;1;;;3
;Airstal, 10-0772;;;281,13;;10-0772;;;;11.0;0;;1;;;3
;Airstal, 10-0774;;;368,31;;10-0774;;;;6.0;0;;1;;;3
;Airstal, 10-0776;;;359,58;;10-0776;;;;3.0;0;;1;;;3
;Airstal, 10-0777;;;331,26;;10-0777;;;;5.0;0;;1;;;3
;Airstal, 10-0778;;;337,79;;10-0778;;;;1.0;0;;1;;;3
;Airstal, 10-0780;;;409,71;;10-0780;;;;4.0;0;;1;;;3
;Airstal, 10-0781;;;335,62;;10-0781;;;;1.0;0;;1;;;3
;Airstal, 10-0782;;;385,74;;10-0782;;;;1.0;0;;1;;;3
;Airstal, 10-0784;;;329,07;;10-0784;;;;1.0;0;;1;;;3
;Airstal, 10-0785;;;285,48;;10-0785;;;;15.0;0;;1;;;3
;Airstal, 10-0786;;;385,74;;10-0786;;;;2.0;0;;1;;;3
;Airstal, 10-0788;;;353,05;;10-0788;;;;1.0;0;;1;;;3
;Airstal, 10-0789;;;355,22;;10-0789;;;;15.0;0;;1;;;3
;Airstal, 10-0790;;;368,31;;10-0790;;;;1.0;0;;1;;;3
;Airstal, 10-0791;;;318,17;;10-0791;;;;19.0;0;;1;;;3
;Airstal, 10-0792;;;296,38;;10-0792;;;;3.0;0;;1;;;3
;Airstal, 10-0793;;;307,28;;10-0793;;;;1.0;0;;1;;;3
;Airstal, 10-0794;;;335,62;;10-0794;;;;1.0;0;;1;;;3
;Airstal, 10-0795;;;603,67;;10-0795;;;;1.0;0;;1;;;3
;Airstal, 10-0798;;;396,63;;10-0798;;;;12.0;0;;1;;;3
;Airstal, 10-0800;;;331,26;;10-0800;;;;2.0;0;;1;;;3
;Airstal, 10-0801;;;385,74;;10-0801;;;;1.0;0;;1;;;3
;Airstal, 10-0802;;;331,26;;10-0802;;;;1.0;0;;1;;;3
;Airstal, 10-0803;;;324,72;;10-0803;;;;1.0;0;;1;;;3
;Airstal, 10-0804;;;318,17;;10-0804;;;;14.0;0;;1;;;3
;Airstal, 10-0806;;;324,72;;10-0806;;;;15.0;0;;1;;;3
;Airstal, 10-0810;;;283,31;;10-0810;;;;1.0;0;;1;;;3
;Airstal, 10-0811;;;331,26;;10-0811;;;;1.0;0;;1;;;3
;Airstal, 10-0814;;;294,21;;10-0814;;;;24.0;0;;1;;;3
;Airstal, 10-0816;;;296,38;;10-0816;;;;2.0;0;;1;;;3
;Airstal, 10-0817;;;281,13;;10-0817;;;;8.0;0;;1;;;3
;Airstal, 10-0818;;;281,13;;10-0818;;;;15.0;0;;1;;;3
;Airstal, 10-0819;;;320,36;;10-0819;;;;2.0;0;;1;;;3
;Airstal, 10-0821;;;261,52;;10-0821;;;;22.0;0;;1;;;3
;Airstal, 10-0822;;;339,97;;10-0822;;;;27.0;0;;1;;;3
;Airstal, 10-0823;;;361,76;;10-0823;;;;14.0;0;;1;;;3
;Airstal, 10-0824;;;302,93;;10-0824;;;;25.0;0;;1;;;3
;Airstal, 10-0825;;;337,79;;10-0825;;;;12.0;0;;1;;;3
;Airstal, 10-0827;;;285,48;;10-0827;;;;51.0;0;;1;;;3
;Airstal, 10-0828;;;285,48;;10-0828;;;;1.0;0;;1;;;3
;Airstal, 10-0829;;;335,62;;10-0829;;;;1.0;0;;1;;;3
;Airstal, 10-0831;;;337,79;;10-0831;;;;1.0;0;;1;;;3
;Airstal, 10-0832;;;320,36;;10-0832;;;;1.0;0;;1;;;3
;Airstal, 10-0833;;;309,46;;10-0833;;;;14.0;0;;1;;;3
;Airstal, 10-0834;;;294,21;;10-0834;;;;1.0;0;;1;;;3
;Airstal, 1008345;;;313,82;;22190;;;;1.0;0;;1;;;3
;Airstal, 10-0835;;;377,02;;10-0835;;;;7.0;0;;1;;;3
;Airstal, 10-0836;;;276,77;;10-0836;;;;121.0;0;;1;;;3
;Airstal, 10-0837;;;268,05;;10-0837;;;;2.0;0;;1;;;3
;Airstal, 10-0838;;;296,38;;10-0838;;;;4.0;0;;1;;;3
;Airstal, 10-0839;;;377,02;;10-0839;;;;2.0;0;;1;;;3
;Airstal, 10-0840;;;294,21;;10-0840;;;;59.0;0;;1;;;3
;Airstal, 10-0841;;;342,15;;10-0841;;;;7.0;0;;1;;;3
;Airstal, 10-0842;;;331,26;;10-0842;;;;1.0;0;;1;;;3
;Airstal, 10-0845;;;316;;10-0845;;;;5.0;0;;1;;;3
;Airstal, 10-0846;;;337,79;;10-0846;;;;1.0;0;;1;;;3
;Airstal, 10-0847;;;370,48;;10-0847;;;;11.0;0;;1;;;3
;Airstal, 10-0849;;;278,95;;10-0849;;;;1.0;0;;1;;;3
;Airstal, 10-0850;;;318,17;;10-0850;;;;23.0;0;;1;;;3
;Airstal, 10-0851;;;342,15;;10-0851;;;;1.0;0;;1;;;3
;Airstal, 10-0853;;;307,28;;10-0853;;;;1.0;0;;1;;;3
;Airstal, 10-0855;;;359,58;;10-0855;;;;1.0;0;;1;;;3
;Airstal, 10-0856;;;385,74;;10-0856;;;;3.0;0;;1;;;3
;Airstal, 10-0858;;;272,41;;10-0858;;;;3.0;0;;1;;;3
;Airstal, 10-0859;;;346,51;;10-0859;;;;1.0;0;;1;;;3
;Airstal, 10-0861;;;337,79;;10-0861;;;;1.0;0;;1;;;3
;Airstal, 10-0862;;;440,22;;10-0862;;;;1.0;0;;1;;;3
;Airstal, 10-0867;;;420,6;;10-0867;;;;2.0;0;;1;;;3
;Airstal, 10-0869;;;316;;10-0869;;;;3.0;0;;1;;;3
;Airstal, 10-0870;;;353,05;;10-0870;;;;1.0;0;;1;;;3
;Airstal, 10-0871;;;368,31;;10-0871;;;;1.0;0;;1;;;3
;Airstal, 1008710;;;446,76;;22555;;;;1.0;0;;1;;;3
;Airstal, 10-0875;;;331,26;;10-0875;;;;23.0;0;;1;;;3
;Airstal, 10-0877;;;313,82;;10-0877;;;;1.0;0;;1;;;3
;Airstal, 10-0879;;;359,58;;10-0879;;;;1.0;0;;1;;;3
;Airstal, 10-0881;;;268,05;;10-0881;;;;5.0;0;;1;;;3
;Airstal, 10-0883;;;331,26;;10-0883;;;;1.0;0;;1;;;3
;Airstal, 10-0884;;;396,63;;10-0884;;;;19.0;0;;1;;;3
;Airstal, 10-0885;;;331,26;;10-0885;;;;10.0;0;;1;;;3
;Airstal, 10-0886;;;318,17;;10-0886;;;;1.0;0;;1;;;3
;Airstal, 10-0887;;;272,41;;10-0887;;;;1.0;0;;1;;;3
;Airstal, 10-0889;;;361,76;;10-0889;;;;8.0;0;;1;;;3
;Airstal, 10-0890;;;331,26;;10-0890;;;;3.0;0;;1;;;3
;Airstal, 10-0891;;;344,33;;10-0891;;;;61.0;0;;1;;;3
;Airstal, 10-0893;;;339,97;;10-0893;;;;5.0;0;;1;;;3
;Airstal, 10-0894;;;335,62;;10-0894;;;;6.0;0;;1;;;3
;Airstal, 10-0895;;;342,15;;10-0895;;;;1.0;0;;1;;;3
;Airstal, 10-0896;;;318,17;;10-0896;;;;1.0;0;;1;;;3
;Airstal, 10-0897;;;342,15;;10-0897;;;;8.0;0;;1;;;3
;Airstal, 10-0898;;;287,67;;10-0898;;;;36.0;0;;1;;;3
;Airstal, 10-0899;;;346,51;;10-0899;;;;18.0;0;;1;;;3
;Airstal, 10-0900;;;278,95;;10-0900;;;;18.0;0;;1;;;3
;Airstal, 10-0902;;;333,43;;10-0902;;;;4.0;0;;1;;;3
;Airstal, 10-0903;;;342,15;;10-0903;;;;4.0;0;;1;;;3
;Airstal, 10-0904;;;316;;10-0904;;;;3.0;0;;1;;;3
;Airstal, 10-0905;;;359,58;;10-0905;;;;4.0;0;;1;;;3
;Airstal, 10-0906;;;331,26;;10-0906;;;;1.0;0;;1;;;3
;Airstal, 10-0907;;;331,26;;10-0907;;;;2.0;0;;1;;;3
;Airstal, 10-0908;;;316;;10-0908;;;;12.0;0;;1;;;3
;Airstal, 10-0909;;;337,79;;10-0909;;;;12.0;0;;1;;;3
;Airstal, 10-0910;;;331,26;;10-0910;;;;50.0;0;;1;;;3
;Airstal, 10-0911;;;318,17;;10-0911;;;;31.0;0;;1;;;3
;Airstal, 10-0912;;;396,63;;10-0912;;;;1.0;0;;1;;;3
;Airstal, 10-0913;;;316;;10-0913;;;;1.0;0;;1;;;3
;Airstal, 10-0914;;;318,17;;10-0914;;;;4.0;0;;1;;;3
;Airstal, 10-0915;;;313,82;;10-0915;;;;153.0;0;;1;;;3
;Airstal, 10-0916;;;324,72;;10-0916;;;;1.0;0;;1;;;3
;Airstal, 10-0917;;;339,97;;10-0917;;;;10.0;0;;1;;;3
;Airstal, 10-0918;;;272,41;;10-0918;;;;37.0;0;;1;;;3
;Airstal, 10-0919;;;331,26;;10-0919;;;;1.0;0;;1;;;3
;Airstal, 10-0920;;;420,6;;10-0920;;;;1.0;0;;1;;;3
;Airstal, 10-0921;;;359,58;;10-0921;;;;1.0;0;;1;;;3
;Airstal, 10-0922;;;405,35;;10-0922;;;;15.0;0;;1;;;3
;Airstal, 10-0923;;;370,48;;10-0923;;;;1.0;0;;1;;;3
;Airstal, 10-0924;;;331,26;;10-0924;;;;138.0;0;;1;;;3
;Airstal, 10-0925;;;268,05;;10-0925;;;;1.0;0;;1;;;3
;Airstal, 10-0927;;;335,62;;10-0927;;;;1.0;0;;1;;;3
;Airstal, 10-0928;;;324,72;;10-0928;;;;1.0;0;;1;;;3
;Airstal, 10-0929;;;337,79;;10-0929;;;;1.0;0;;1;;;3
;Airstal, 10-0930;;;346,51;;10-0930;;;;2.0;0;;1;;;3
;Airstal, 10-0932;;;296,38;;10-0932;;;;5.0;0;;1;;;3
;Airstal, 10-0933;;;346,51;;10-0933;;;;14.0;0;;1;;;3
;Airstal, 10-0934;;;318,17;;10-0934;;;;32.0;0;;1;;;3
;Airstal, 10-0935;;;318,17;;10-0935;;;;6.0;0;;1;;;3
;Airstal, 10-0936;;;318,17;;10-0936;;;;14.0;0;;1;;;3
;Airstal, 10-0938;;;296,38;;10-0938;;;;4.0;0;;1;;;3
;Airstal, 10-0939;;;296,38;;10-0939;;;;2.0;0;;1;;;3
;Airstal, 10-0941;;;353,05;;10-0941;;;;1.0;0;;1;;;3
;Airstal, 10-0942;;;346,51;;10-0942;;;;1.0;0;;1;;;3
;Airstal, 10-0943;;;346,51;;10-0943;;;;1.0;0;;1;;;3
;Airstal, 10-0945;;;337,79;;10-0945;;;;2.0;0;;1;;;3
;Airstal, 10-0946;;;272,41;;10-0946;;;;1.0;0;;1;;;3
;Airstal, 10-0947;;;316;;10-0947;;;;4.0;0;;1;;;3
;Airstal, 10-0949;;;409,71;;10-0949;;;;1.0;0;;1;;;3
;Airstal, 10-0950;;;346,51;;10-0950;;;;2.0;0;;1;;;3
;Airstal, 10-0951;;;289,85;;10-0951;;;;7.0;0;;1;;;3
;Airstal, 10-0952;;;405,35;;10-0952;;;;1.0;0;;1;;;3
;Airstal, 10-0953;;;346,51;;10-0953;;;;4.0;0;;1;;;3
;Airstal, 10-0954;;;377,02;;10-0954;;;;1.0;0;;1;;;3
;Airstal, 10-0955;;;335,62;;10-0955;;;;9.0;0;;1;;;3
;Airstal, 10-0956;;;353,05;;10-0956;;;;7.0;0;;1;;;3
;Airstal, 10-0957;;;298,57;;10-0957;;;;44.0;0;;1;;;3
;Airstal, 10-0959;;;385,74;;10-0959;;;;1.0;0;;1;;;3
;Airstal, 10-0960;;;285,48;;10-0960;;;;26.0;0;;1;;;3
;Airstal, 10-0961;;;335,62;;10-0961;;;;4.0;0;;1;;;3
;Airstal, 10-0962;;;333,43;;10-0962;;;;38.0;0;;1;;;3
;Airstal, 10-0963;;;335,62;;10-0963;;;;38.0;0;;1;;;3
;Airstal, 10-0964;;;359,58;;10-0964;;;;2.0;0;;1;;;3
;Airstal, 10-0965;;;361,76;;10-0965;;;;22.0;0;;1;;;3
;Airstal, 10-0966;;;361,76;;10-0966;;;;19.0;0;;1;;;3
;Airstal, 10-0967;;;396,63;;10-0967;;;;1.0;0;;1;;;3
;Airstal, 10-0968;;;335,62;;10-0968;;;;3.0;0;;1;;;3
;Airstal, 10-0969;;;287,67;;10-0969;;;;10.0;0;;1;;;3
;Airstal, 10-0970;;;363,95;;10-0970;;;;75.0;0;;1;;;3
;Airstal, 10-0971;;;385,74;;10-0971;;;;1.0;0;;1;;;3
;Airstal, 10-0972;;;324,72;;10-0972;;;;72.0;0;;1;;;3
;Airstal, 10-0973;;;346,51;;10-0973;;;;4.0;0;;1;;;3
;Airstal, 10-0974;;;346,51;;10-0974;;;;2.0;0;;1;;;3
;Airstal, 10-0975;;;324,72;;10-0975;;;;3.0;0;;1;;;3
;Airstal, 10-0977;;;329,07;;10-0977;;;;1.0;0;;1;;;3
;Airstal, 10-0980;;;329,07;;10-0980;;;;1.0;0;;1;;;3
;Airstal, 10-0981;;;329,07;;10-0981;;;;1.0;0;;1;;;3
;Airstal, 10-0982;;;329,07;;10-0982;;;;1.0;0;;1;;;3
;Airstal, 10-0983;;;296,38;;10-0983;;;;1.0;0;;1;;;3
;Airstal, 10-0985;;;359,58;;10-0985;;;;3.0;0;;1;;;3
