tiltle;Teilemarke,  Teilenummer;Unnamed: 2;Unnamed: 3;Preis;Unnamed: 5;interne Artikelnummer;Unnamed: 7;Unnamed: 8;Unnamed: 9;Zustand;Pfand;Unnamed: 12;Versandklasse ;Unnamed: 14;Unnamed: 15;Lieferzeit
;AS-PL, S9692S;;;55,96;;S9692S;;;;10.0;0;;1;;;3
;AS-PL, S9693S;;;53,16;;S9693S;;;;10.0;0;;1;;;3
;AS-PL, S9695S;;;47,41;;S9695S;;;;10.0;0;;1;;;3
;AS-PL, S9696S;;;55,96;;S9696S;;;;10.0;0;;1;;;3
;AS-PL, S9697S;;;62,73;;S9697S;;;;10.0;0;;1;;;3
;AS-PL, S9698S;;;61,11;;S9698S;;;;10.0;0;;1;;;3
;AS-PL, S9700S;;;47,12;;S9700S;;;;10.0;0;;1;;;3
;AS-PL, S9701S;;;36,81;;S9701S;;;;10.0;0;;1;;;3
;AS-PL, S9703S;;;48,3;;S9703S;;;;10.0;0;;1;;;3
;AS-PL, S9705S;;;48,3;;S9705S;;;;10.0;0;;1;;;3
;AS-PL, S9706S;;;36,52;;S9706S;;;;10.0;0;;1;;;3
;AS-PL, S9707S;;;41,82;;S9707S;;;;10.0;0;;1;;;3
;AS-PL, S9708S;;;48,3;;S9708S;;;;10.0;0;;1;;;3
;AS-PL, S9709S;;;42,27;;S9709S;;;;10.0;0;;1;;;3
;AS-PL, S9710S;;;69,36;;S9710S;;;;10.0;0;;1;;;3
;AS-PL, S9711S;;;40,35;;S9711S;;;;10.0;0;;1;;;3
;AS-PL, S9712S;;;61,85;;S9712S;;;;10.0;0;;1;;;3
;AS-PL, S9713S;;;53,89;;S9713S;;;;10.0;0;;1;;;3
;AS-PL, S9714S;;;48,3;;S9714S;;;;10.0;0;;1;;;3
;AS-PL, S9715S;;;57,58;;S9715S;;;;10.0;0;;1;;;3
;AS-PL, S9716S;;;52,13;;S9716S;;;;10.0;0;;1;;;3
;AS-PL, S9717S;;;49,48;;S9717S;;;;10.0;0;;1;;;3
;AS-PL, S9718S;;;52,13;;S9718S;;;;10.0;0;;1;;;3
;AS-PL, S9719S;;;51,83;;S9719S;;;;0.0;0;;1;;;3
;AS-PL, S9720S;;;48,3;;S9720S;;;;10.0;0;;1;;;3
;AS-PL, S9721S;;;47,86;;S9721S;;;;10.0;0;;1;;;3
;AS-PL, S9722S;;;43,74;;S9722S;;;;10.0;0;;1;;;3
;AS-PL, S9723S;;;51,69;;S9723S;;;;10.0;0;;1;;;3
;AS-PL, S9724S;;;53,89;;S9724S;;;;10.0;0;;1;;;3
;AS-PL, S9725S;;;51,83;;S9725S;;;;10.0;0;;1;;;3
;AS-PL, S9726S;;;49,48;;S9726S;;;;10.0;0;;1;;;3
;AS-PL, S9729S;;;45,8;;S9729S;;;;10.0;0;;1;;;3
;AS-PL, S9730S;;;55,52;;S9730S;;;;0.0;0;;1;;;3
;AS-PL, S9731S;;;53,3;;S9731S;;;;0.0;0;;1;;;3
;AS-PL, S9732S;;;62,73;;S9732S;;;;10.0;0;;1;;;3
;AS-PL, S9733S;;;49,33;;S9733S;;;;0.0;0;;1;;;3
;AS-PL, S9734S;;;56,99;;S9734S;;;;10.0;0;;1;;;3
;AS-PL, S9735S;;;55,22;;S9735S;;;;10.0;0;;1;;;3
;AS-PL, S9736S;;;49,18;;S9736S;;;;10.0;0;;1;;;3
;AS-PL, S9737S;;;62,73;;S9737S;;;;10.0;0;;1;;;3
;AS-PL, S9740S;;;42,7;;S9740S;;;;10.0;0;;1;;;3
;AS-PL, S9741(LETRIKA);;;510,81;;S9741(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, S9742P;;;170,8;;S9742P;;;;9.0;0;;1;;;3
;AS-PL, S9743S;;;48,3;;S9743S;;;;10.0;0;;1;;;3
;AS-PL, S9744S;;;45,94;;S9744S;;;;10.0;0;;1;;;3
;AS-PL, S9745S;;;46,24;;S9745S;;;;10.0;0;;1;;;3
;AS-PL, S9746S;;;58,9;;S9746S;;;;10.0;0;;1;;;3
;AS-PL, S9747S;;;62,43;;S9747S;;;;10.0;0;;1;;;3
;AS-PL, S9748S;;;77,02;;S9748S;;;;10.0;0;;1;;;3
;AS-PL, S9749S;;;65,83;;S9749S;;;;10.0;0;;1;;;3
;AS-PL, S9750S;;;60,96;;S9750S;;;;10.0;0;;1;;;3
;AS-PL, S9751S;;;99,1;;S9751S;;;;10.0;0;;1;;;3
;AS-PL, S9752S;;;81,87;;S9752S;;;;10.0;0;;1;;;3
;AS-PL, S9753S;;;88,5;;S9753S;;;;10.0;0;;1;;;3
;AS-PL, S9754S;;;61,11;;S9754S;;;;10.0;0;;1;;;3
;AS-PL, S9755S;;;69,36;;S9755S;;;;10.0;0;;1;;;3
;AS-PL, S9756S;;;61,7;;S9756S;;;;10.0;0;;1;;;3
;AS-PL, S9757S;;;48,3;;S9757S;;;;10.0;0;;1;;;3
;AS-PL, S9758S;;;52,28;;S9758S;;;;10.0;0;;1;;;3
;AS-PL, S9759S;;;70,39;;S9759S;;;;10.0;0;;1;;;3
;AS-PL, S9760S;;;63,61;;S9760S;;;;0.0;0;;1;;;3
;AS-PL, S9761S;;;62,43;;S9761S;;;;10.0;0;;1;;;3
;AS-PL, S9762S;;;57,13;;S9762S;;;;10.0;0;;1;;;3
;AS-PL, S9763S;;;62,73;;S9763S;;;;10.0;0;;1;;;3
;AS-PL, S9764S;;;57,13;;S9764S;;;;10.0;0;;1;;;3
;AS-PL, S9765S;;;44,03;;S9765S;;;;10.0;0;;1;;;3
;AS-PL, S9766S;;;80,4;;S9766S;;;;10.0;0;;1;;;3
;AS-PL, S9767S;;;50,51;;S9767S;;;;10.0;0;;1;;;3
;AS-PL, S9768S;;;42,27;;S9768S;;;;10.0;0;;1;;;3
;AS-PL, S9769S;;;57,13;;S9769S;;;;10.0;0;;1;;;3
;AS-PL, S9770S;;;47,57;;S9770S;;;;10.0;0;;1;;;3
;AS-PL, S9771S;;;61,7;;S9771S;;;;10.0;0;;1;;;3
;AS-PL, S9772S;;;41,82;;S9772S;;;;10.0;0;;1;;;3
;AS-PL, S9773S;;;55,07;;S9773S;;;;10.0;0;;1;;;3
;AS-PL, S9774S;;;84,52;;S9774S;;;;10.0;0;;1;;;3
;AS-PL, S9775S;;;55,07;;S9775S;;;;10.0;0;;1;;;3
;AS-PL, S9777S;;;48,3;;S9777S;;;;10.0;0;;1;;;3
;AS-PL, S9778S;;;63,61;;S9778S;;;;10.0;0;;1;;;3
;AS-PL, S9779(LETRIKA);;;443,46;;S9779(LETRIKA);;;;2.0;0;;1;;;3
;AS-PL, S9780S;;;278,83;;S9780S;;;;0.0;0;;1;;;3
;AS-PL, S9781S;;;192,89;;S9781S;;;;1.0;0;;1;;;3
;AS-PL, S9782S;;;131,64;;S9782S;;;;6.0;0;;1;;;3
;AS-PL, S9784S;;;108,53;;S9784S;;;;3.0;0;;1;;;3
;AS-PL, S9785S;;;136,94;;S9785S;;;;9.0;0;;1;;;3
;AS-PL, S9786S;;;149,61;;S9786S;;;;10.0;0;;1;;;3
;AS-PL, S9787S;;;178,89;;S9787S;;;;6.0;0;;1;;;3
;AS-PL, S9788S;;;184,5;;S9788S;;;;10.0;0;;1;;;3
;AS-PL, S9792S;;;51,4;;S9792S;;;;10.0;0;;1;;;3
;AS-PL, SA0001;;;88,5;;SA0001;;;;10.0;0;;1;;;3
;AS-PL, SA0009;;;83,79;;SA0009;;;;10.0;0;;1;;;3
;AS-PL, SA0010;;;90,71;;SA0010;;;;10.0;0;;1;;;3
;AS-PL, SA0012;;;68,48;;SA0012;;;;10.0;0;;1;;;3
;AS-PL, SA0013;;;68,48;;SA0013;;;;10.0;0;;1;;;3
;AS-PL, SA0014;;;59,05;;SA0014;;;;10.0;0;;1;;;3
;AS-PL, SA0015;;;56,7;;SA0015;;;;10.0;0;;1;;;3
;AS-PL, SA0016;;;59,05;;SA0016;;;;10.0;0;;1;;;3
;AS-PL, SA0017;;;61,26;;SA0017;;;;10.0;0;;1;;;3
;AS-PL, SA0018;;;41,09;;SA0018;;;;0.0;0;;1;;;3
;AS-PL, SA0021;;;34,16;;SA0021;;;;10.0;0;;1;;;3
;AS-PL, SA0022;;;34,02;;SA0022;;;;5.0;0;;1;;;3
;AS-PL, SA0023;;;36,67;;SA0023;;;;10.0;0;;1;;;3
;AS-PL, SA0034P;;;68,18;;SA0034P;;;;10.0;0;;1;;;3
;AS-PL, SA0040;;;51,83;;SA0040;;;;10.0;0;;1;;;3
;AS-PL, SA0041;;;33,57;;SA0041;;;;10.0;0;;1;;;3
;AS-PL, SA0042;;;100,72;;SA0042;;;;10.0;0;;1;;;3
;AS-PL, SA0043;;;36,67;;SA0043;;;;10.0;0;;1;;;3
;AS-PL, SA0045;;;82,61;;SA0045;;;;0.0;0;;1;;;3
;AS-PL, SA0045P;;;132,97;;SA0045P;;;;1.0;0;;1;;;3
;AS-PL, SA0046;;;73,48;;SA0046;;;;10.0;0;;1;;;3
;AS-PL, SA0048;;;95,42;;SA0048;;;;10.0;0;;1;;;3
;AS-PL, SA0049(BOSCH);;;75,39;;SA0049(BOSCH);;;;0.0;0;;1;;;3
;AS-PL, SA0050;;;34,9;;SA0050;;;;10.0;0;;1;;;3
;AS-PL, SA0051;;;36,67;;SA0051;;;;10.0;0;;1;;;3
;AS-PL, SA0057;;;54,48;;SA0057;;;;10.0;0;;1;;;3
;AS-PL, SA0059P;;;122,96;;SA0059P;;;;2.0;0;;1;;;3
;AS-PL, SA0061;;;34,46;;SA0061;;;;10.0;0;;1;;;3
;AS-PL, SA0065;;;53,01;;SA0065;;;;10.0;0;;1;;;3
;AS-PL, SA0067;;;38,29;;SA0067;;;;10.0;0;;1;;;3
;AS-PL, SA0068;;;38,14;;SA0068;;;;10.0;0;;1;;;3
;AS-PL, SA0069;;;55,66;;SA0069;;;;10.0;0;;1;;;3
;AS-PL, SA0070;;;52,42;;SA0070;;;;10.0;0;;1;;;3
;AS-PL, SA0071;;;51,1;;SA0071;;;;4.0;0;;1;;;3
;AS-PL, SA0072;;;49,04;;SA0072;;;;10.0;0;;1;;;3
;AS-PL, SA0074;;;68,32;;SA0074;;;;6.0;0;;1;;;3
;AS-PL, SA0075;;;94,53;;SA0075;;;;0.0;0;;1;;;3
;AS-PL, SA0077;;;245,76;;SA0077;;;;0.0;0;;1;;;3
;AS-PL, SA0078;;;51,1;;SA0078;;;;10.0;0;;1;;;3
;AS-PL, SA0079;;;52,42;;SA0079;;;;10.0;0;;1;;;3
;AS-PL, SA0080;;;39,17;;SA0080;;;;1.0;0;;1;;;3
;AS-PL, SA0081;;;56,7;;SA0081;;;;10.0;0;;1;;;3
;AS-PL, SA0085;;;35,49;;SA0085;;;;10.0;0;;1;;;3
;AS-PL, SA0086;;;41,97;;SA0086;;;;10.0;0;;1;;;3
;AS-PL, SA0090;;;48,59;;SA0090;;;;10.0;0;;1;;;3
;AS-PL, SA0091;;;60,96;;SA0091;;;;10.0;0;;1;;;3
;AS-PL, SA0092;;;60,96;;SA0092;;;;10.0;0;;1;;;3
;AS-PL, SA0093;;;123,98;;SA0093;;;;10.0;0;;1;;;3
;AS-PL, SA0101;;;37,11;;SA0101;;;;10.0;0;;1;;;3
;AS-PL, SA0103;;;45,35;;SA0103;;;;10.0;0;;1;;;3
;AS-PL, SA0104;;;40,64;;SA0104;;;;10.0;0;;1;;;3
;AS-PL, SA0105;;;34,61;;SA0105;;;;10.0;0;;1;;;3
;AS-PL, SA0110(BOSCH);;;42,56;;SA0110(BOSCH);;;;10.0;0;;1;;;3
;AS-PL, SA0112S;;;36,81;;SA0112S;;;;10.0;0;;1;;;3
;AS-PL, SA0117S;;;2130,27;;SA0117S;;;;0.0;0;;1;;;3
;AS-PL, SA0118S;;;34,61;;SA0118S;;;;10.0;0;;1;;;3
;AS-PL, SA0119S;;;51,54;;SA0119S;;;;10.0;0;;1;;;3
;AS-PL, SA0120S;;;35,63;;SA0120S;;;;10.0;0;;1;;;3
;AS-PL, SA0121S;;;50,81;;SA0121S;;;;2.0;0;;1;;;3
;AS-PL, SA0126S;;;49,63;;SA0126S;;;;10.0;0;;1;;;3
;AS-PL, SA0127S;;;38,58;;SA0127S;;;;10.0;0;;1;;;3
;AS-PL, SA0128S;;;33,87;;SA0128S;;;;10.0;0;;1;;;3
;AS-PL, SA0135S;;;34,46;;SA0135S;;;;6.0;0;;1;;;3
;AS-PL, SA0136S;;;50,22;;SA0136S;;;;0.0;0;;1;;;3
;AS-PL, SA0137S;;;34,31;;SA0137S;;;;2.0;0;;1;;;3
;AS-PL, SA0138S;;;50,22;;SA0138S;;;;9.0;0;;1;;;3
;AS-PL, SA0139S;;;44,62;;SA0139S;;;;6.0;0;;1;;;3
;AS-PL, SA0140S;;;75,1;;SA0140S;;;;10.0;0;;1;;;3
;AS-PL, SA0141P;;;55,96;;SA0141P;;;;10.0;0;;1;;;3
;AS-PL, SA0142P;;;90,86;;SA0142P;;;;3.0;0;;1;;;3
;AS-PL, SA0143P;;;130,62;;SA0143P;;;;2.0;0;;1;;;3
;AS-PL, SA0144P;;;120,01;;SA0144P;;;;4.0;0;;1;;;3
;AS-PL, SA0145P;;;57,43;;SA0145P;;;;3.0;0;;1;;;3
;AS-PL, SA0146P;;;57,43;;SA0146P;;;;8.0;0;;1;;;3
;AS-PL, SA0147P;;;56,54;;SA0147P;;;;10.0;0;;1;;;3
;AS-PL, SA0148P;;;44,33;;SA0148P;;;;9.0;0;;1;;;3
;AS-PL, SA1001;;;93,51;;SA1001;;;;4.0;0;;1;;;3
;AS-PL, SA1002;;;95,42;;SA1002;;;;0.0;0;;1;;;3
;AS-PL, SA1003;;;136,35;;SA1003;;;;10.0;0;;1;;;3
;AS-PL, SA1004;;;139,3;;SA1004;;;;10.0;0;;1;;;3
;AS-PL, SA1005;;;90,56;;SA1005;;;;0.0;0;;1;;;3
;AS-PL, SA1006;;;103,37;;SA1006;;;;10.0;0;;1;;;3
;AS-PL, SA1007;;;91,15;;SA1007;;;;10.0;0;;1;;;3
;AS-PL, SA1008;;;99,25;;SA1008;;;;10.0;0;;1;;;3
;AS-PL, SA1009;;;39,32;;SA1009;;;;10.0;0;;1;;;3
;AS-PL, SA1012;;;54,63;;SA1012;;;;7.0;0;;1;;;3
;AS-PL, SA1013;;;106,17;;SA1013;;;;10.0;0;;1;;;3
;AS-PL, SA1016;;;48,3;;SA1016;;;;10.0;0;;1;;;3
;AS-PL, SA1018;;;67,44;;SA1018;;;;2.0;0;;1;;;3
;AS-PL, SA1019;;;64,5;;SA1019;;;;10.0;0;;1;;;3
;AS-PL, SA1021;;;64,79;;SA1021;;;;0.0;0;;1;;;3
;AS-PL, SA1022;;;37,11;;SA1022;;;;10.0;0;;1;;;3
;AS-PL, SA1024;;;54,48;;SA1024;;;;5.0;0;;1;;;3
;AS-PL, SA1026S;;;67,44;;SA1026S;;;;10.0;0;;1;;;3
;AS-PL, SA1029S;;;66,41;;SA1029S;;;;8.0;0;;1;;;3
;AS-PL, SA1030S;;;48,74;;SA1030S;;;;10.0;0;;1;;;3
;AS-PL, SA1031S;;;102,78;;SA1031S;;;;1.0;0;;1;;;3
;AS-PL, SA1032S;;;147,7;;SA1032S;;;;0.0;0;;1;;;3
;AS-PL, SA1035S;;;34,46;;SA1035S;;;;0.0;0;;1;;;3
;AS-PL, SA1036S;;;62,59;;SA1036S;;;;10.0;0;;1;;;3
;AS-PL, SA1038S;;;36,96;;SA1038S;;;;7.0;0;;1;;;3
;AS-PL, SA2004;;;37,85;;SA2004;;;;10.0;0;;1;;;3
;AS-PL, SA2005;;;38,29;;SA2005;;;;10.0;0;;1;;;3
;AS-PL, SA2007;;;38,29;;SA2007;;;;10.0;0;;1;;;3
;AS-PL, SA2008;;;38,29;;SA2008;;;;7.0;0;;1;;;3
;AS-PL, SA2022;;;40,94;;SA2022;;;;10.0;0;;1;;;3
;AS-PL, SA2024;;;44,47;;SA2024;;;;10.0;0;;1;;;3
;AS-PL, SA2026;;;36,22;;SA2026;;;;10.0;0;;1;;;3
;AS-PL, SA2027;;;34,02;;SA2027;;;;10.0;0;;1;;;3
;AS-PL, SA2029;;;35,63;;SA2029;;;;10.0;0;;1;;;3
;AS-PL, SA2030S;;;38,58;;SA2030S;;;;10.0;0;;1;;;3
;AS-PL, SA2034S;;;35,93;;SA2034S;;;;3.0;0;;1;;;3
;AS-PL, SA2035S;;;33,73;;SA2035S;;;;10.0;0;;1;;;3
;AS-PL, SA3003;;;39,32;;SA3003;;;;10.0;0;;1;;;3
;AS-PL, SA3009;;;106,9;;SA3009;;;;7.0;0;;1;;;3
;AS-PL, SA3012;;;106,9;;SA3012;;;;2.0;0;;1;;;3
;AS-PL, SA3032S;;;54,78;;SA3032S;;;;10.0;0;;1;;;3
;AS-PL, SA3035S;;;33,57;;SA3035S;;;;6.0;0;;1;;;3
;AS-PL, SA4005;;;64,65;;SA4005;;;;10.0;0;;1;;;3
;AS-PL, SA4009;;;58,02;;SA4009;;;;10.0;0;;1;;;3
;AS-PL, SA4010;;;51,1;;SA4010;;;;0.0;0;;1;;;3
;AS-PL, SA4013;;;66,12;;SA4013;;;;10.0;0;;1;;;3
;AS-PL, SA4022;;;37,11;;SA4022;;;;10.0;0;;1;;;3
;AS-PL, SA4023;;;62,29;;SA4023;;;;10.0;0;;1;;;3
;AS-PL, SA4026S;;;66,12;;SA4026S;;;;10.0;0;;1;;;3
;AS-PL, SA4027S;;;63,32;;SA4027S;;;;10.0;0;;1;;;3
;AS-PL, SA4028S;;;59,35;;SA4028S;;;;10.0;0;;1;;;3
;AS-PL, SA4030S;;;38,29;;SA4030S;;;;3.0;0;;1;;;3
;AS-PL, SA5001;;;40,94;;SA5001;;;;2.0;0;;1;;;3
;AS-PL, SA5002;;;38,29;;SA5002;;;;10.0;0;;1;;;3
;AS-PL, SA5007;;;40,5;;SA5007;;;;10.0;0;;1;;;3
;AS-PL, SA5017;;;34,46;;SA5017;;;;10.0;0;;1;;;3
;AS-PL, SA5019;;;47,71;;SA5019;;;;10.0;0;;1;;;3
;AS-PL, SA5020;;;50,51;;SA5020;;;;10.0;0;;1;;;3
;AS-PL, SA5020P;;;89,68;;SA5020P;;;;6.0;0;;1;;;3
;AS-PL, SA5025;;;36,81;;SA5025;;;;10.0;0;;1;;;3
;AS-PL, SA5033;;;65,38;;SA5033;;;;2.0;0;;1;;;3
;AS-PL, SA5037P;;;38,29;;SA5037P;;;;6.0;0;;1;;;3
;AS-PL, SA5039;;;53,01;;SA5039;;;;10.0;0;;1;;;3
;AS-PL, SA5041;;;58,9;;SA5041;;;;0.0;0;;1;;;3
;AS-PL, SA5047S;;;47,57;;SA5047S;;;;7.0;0;;1;;;3
;AS-PL, SA5048S;;;47,57;;SA5048S;;;;10.0;0;;1;;;3
;AS-PL, SA5049S;;;36,38;;SA5049S;;;;8.0;0;;1;;;3
;AS-PL, SA5054S;;;39,17;;SA5054S;;;;10.0;0;;1;;;3
;AS-PL, SA5061S;;;48,74;;SA5061S;;;;0.0;0;;1;;;3
;AS-PL, SA5067S;;;39,76;;SA5067S;;;;10.0;0;;1;;;3
;AS-PL, SA6006;;;41,68;;SA6006;;;;10.0;0;;1;;;3
;AS-PL, SA6020;;;47,71;;SA6020;;;;10.0;0;;1;;;3
;AS-PL, SA6024;;;43,59;;SA6024;;;;10.0;0;;1;;;3
;AS-PL, SA6025;;;54,48;;SA6025;;;;1.0;0;;1;;;3
;AS-PL, SA6027S;;;38,14;;SA6027S;;;;0.0;0;;1;;;3
;AS-PL, SA6028S;;;54,48;;SA6028S;;;;10.0;0;;1;;;3
;AS-PL, SA6032S;;;38,44;;SA6032S;;;;10.0;0;;1;;;3
;AS-PL, SA6038S;;;38,44;;SA6038S;;;;10.0;0;;1;;;3
;AS-PL, SA6039S;;;36,52;;SA6039S;;;;10.0;0;;1;;;3
;AS-PL, SA6040S;;;37,7;;SA6040S;;;;10.0;0;;1;;;3
;AS-PL, SA6041S;;;71,56;;SA6041S;;;;10.0;0;;1;;;3
;AS-PL, SA6046S;;;47,41;;SA6046S;;;;10.0;0;;1;;;3
;AS-PL, SA9002;;;37,85;;SA9002;;;;10.0;0;;1;;;3
;AS-PL, SA9005;;;45,51;;SA9005;;;;6.0;0;;1;;;3
;AS-PL, SA9006;;;59,35;;SA9006;;;;10.0;0;;1;;;3
;AS-PL, SA9007;;;66,41;;SA9007;;;;10.0;0;;1;;;3
;AS-PL, SA9008;;;35,93;;SA9008;;;;10.0;0;;1;;;3
;AS-PL, SA9014;;;47,71;;SA9014;;;;10.0;0;;1;;;3
;AS-PL, SA9014(LETRIKA);;;128,85;;SA9014(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, SA9017;;;39,62;;SA9017;;;;10.0;0;;1;;;3
;AS-PL, SA9018;;;39,91;;SA9018;;;;10.0;0;;1;;;3
;AS-PL, SA9019;;;57,13;;SA9019;;;;10.0;0;;1;;;3
;AS-PL, SA9020;;;61,85;;SA9020;;;;10.0;0;;1;;;3
;AS-PL, SA9021;;;42,27;;SA9021;;;;10.0;0;;1;;;3
;AS-PL, SA9021(LETRIKA);;;104,7;;SA9021(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, SA9022(LETRIKA);;;154,18;;SA9022(LETRIKA);;;;3.0;0;;1;;;3
;AS-PL, SA9023(LETRIKA);;;151,67;;SA9023(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, SA9024(LETRIKA);;;143,42;;SA9024(LETRIKA);;;;3.0;0;;1;;;3
;AS-PL, SA9025(LETRIKA);;;187,56;;SA9025(LETRIKA);;;;2.0;0;;1;;;3
;AS-PL, SA9029S;;;41,82;;SA9029S;;;;10.0;0;;1;;;3
;AS-PL, SA9030S;;;41,09;;SA9030S;;;;0.0;0;;1;;;3
;AS-PL, SA9031S;;;36,22;;SA9031S;;;;10.0;0;;1;;;3
;AS-PL, SA9032S;;;70,24;;SA9032S;;;;10.0;0;;1;;;3
;AS-PL, SA9033(LETRIKA);;;144,46;;SA9033(LETRIKA);;;;2.0;0;;1;;;3
;AS-PL, SA9033S;;;44,76;;SA9033S;;;;10.0;0;;1;;;3
;AS-PL, SA9034(LETRIKA);;;197,43;;SA9034(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, SA9035S;;;74,21;;SA9035S;;;;10.0;0;;1;;;3
;AS-PL, SA9036S;;;44,62;;SA9036S;;;;0.0;0;;1;;;3
;AS-PL, SA9037S;;;39,32;;SA9037S;;;;10.0;0;;1;;;3
;AS-PL, SA9038S;;;39,76;;SA9038S;;;;10.0;0;;1;;;3
;AS-PL, SA9040S;;;44,76;;SA9040S;;;;10.0;0;;1;;;3
;AS-PL, SA9041S;;;40,5;;SA9041S;;;;10.0;0;;1;;;3
;AS-PL, SA9042(LETRIKA);;;144,01;;SA9042(LETRIKA);;;;2.0;0;;1;;;3
;AS-PL, SA9043S;;;43,59;;SA9043S;;;;10.0;0;;1;;;3
;AS-PL, SA9044(LETRIKA);;;170,46;;SA9044(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, SA9045(LETRIKA);;;385,32;;SA9045(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, SA9046(LETRIKA);;;134,44;;SA9046(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, SA9047S;;;42,7;;SA9047S;;;;10.0;0;;1;;;3
;AS-PL, SA9049S;;;52,13;;SA9049S;;;;4.0;0;;1;;;3
;AS-PL, SA9050(LETRIKA);;;92,47;;SA9050(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, SA9052(LETRIKA);;;628,52;;SA9052(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, SA9053S;;;118,39;;SA9053S;;;;1.0;0;;1;;;3
;AS-PL, SA9054S;;;36,67;;SA9054S;;;;10.0;0;;1;;;3
;AS-PL, SA9056S;;;52,42;;SA9056S;;;;8.0;0;;1;;;3
;AS-PL, SA9057S;;;52,42;;SA9057S;;;;1.0;0;;1;;;3
;AS-PL, SA9060S;;;35,79;;SA9060S;;;;7.0;0;;1;;;3
;AS-PL, SA9068S;;;35,2;;SA9068S;;;;10.0;0;;1;;;3
;AS-PL, SA9069S;;;53,89;;SA9069S;;;;10.0;0;;1;;;3
;AS-PL, SA9071P;;;69,8;;SA9071P;;;;10.0;0;;1;;;3
;AS-PL, SA9072P;;;65,97;;SA9072P;;;;7.0;0;;1;;;3
;AS-PL, SA9073P;;;73,48;;SA9073P;;;;9.0;0;;1;;;3
;AS-PL, SB0015(BOSCH);;;57,87;;SB0015(BOSCH);;;;0.0;0;;1;;;3
;AS-PL, SB0017(BOSCH);;;33,73;;SB0017(BOSCH);;;;10.0;0;;1;;;3
;AS-PL, SB9017(LETRIKA);;;50,07;;SB9017(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, SB9023(LETRIKA);;;42,56;;SB9023(LETRIKA);;;;3.0;0;;1;;;3
;AS-PL, SB9047S;;;56,84;;SB9047S;;;;6.0;0;;1;;;3
;AS-PL, SB9051(LETRIKA);;;35,63;;SB9051(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, SBH0023(BOSCH);;;104,11;;SBH0023(BOSCH);;;;2.0;0;;1;;;3
;AS-PL, SBH0054;;;70,68;;SBH0054;;;;10.0;0;;1;;;3
;AS-PL, SBH0070;;;35,79;;SBH0070;;;;0.0;0;;1;;;3
;AS-PL, SBH0086;;;39,76;;SBH0086;;;;10.0;0;;1;;;3
;AS-PL, SBH0120S;;;36,67;;SBH0120S;;;;10.0;0;;1;;;3
;AS-PL, SBH0137P;;;37,85;;SBH0137P;;;;10.0;0;;1;;;3
;AS-PL, SBH0154S;;;98,52;;SBH0154S;;;;0.0;0;;1;;;3
;AS-PL, SBH0155S;;;61,85;;SBH0155S;;;;10.0;0;;1;;;3
;AS-PL, SBH3031(VALEO);;;35,05;;SBH3031(VALEO);;;;10.0;0;;1;;;3
;AS-PL, SBH9009(LETRIKA);;;38,14;;SBH9009(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, SBH9016;;;33,87;;SBH9016;;;;10.0;0;;1;;;3
;AS-PL, SBH9027(LETRIKA);;;34,46;;SBH9027(LETRIKA);;;;7.0;0;;1;;;3
;AS-PL, SBH9028(LETRIKA);;;36,08;;SBH9028(LETRIKA);;;;2.0;0;;1;;;3
;AS-PL, SBH9032(LETRIKA);;;49,33;;SBH9032(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, SBH9033(LETRIKA);;;34,9;;SBH9033(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, SBH9037(LETRIKA);;;36,22;;SBH9037(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, SBH9044(LETRIKA);;;48;;SBH9044(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, SBR0012;;;34,02;;SBR0012;;;;10.0;0;;1;;;3
;AS-PL, SBR0018;;;35,79;;SBR0018;;;;6.0;0;;1;;;3
;AS-PL, SBR0030;;;34,02;;SBR0030;;;;10.0;0;;1;;;3
;AS-PL, SBR0032;;;38,58;;SBR0032;;;;1.0;0;;1;;;3
;AS-PL, SBR0039;;;34,75;;SBR0039;;;;10.0;0;;1;;;3
;AS-PL, SBR0057;;;45,94;;SBR0057;;;;0.0;0;;1;;;3
;AS-PL, SBR0066;;;45,94;;SBR0066;;;;3.0;0;;1;;;3
;AS-PL, SBR0148S;;;76,57;;SBR0148S;;;;3.0;0;;1;;;3
;AS-PL, SBR0249S;;;83,05;;SBR0249S;;;;1.0;0;;1;;;3
;AS-PL, SBR0256S;;;41,23;;SBR0256S;;;;1.0;0;;1;;;3
;AS-PL, SBR0259S;;;33,57;;SBR0259S;;;;7.0;0;;1;;;3
