ID_Product,Quantity,Quantity_Fourniss_After_Cumule,available
M02015B,1,1,1
M02016B,1,1,1
M02017R,1,1,1
M02018B,1,1,1
M02018R,1,1,1
M02031B,1,1,1
M02038B,1,1,1
M02039B,1,1,1
M02051B,1,1,1
M02062B,1,1,1
M02090V,0,0,0
M02091V,1,1,1
M02093V,1,1,1
M02103R,1,1,1
M02111S,1,1,1
M02120V,1,1,1
M02122S,1,1,1
M02126W,1,1,1
M02127V,1,1,1
M02128V,1,1,1
M02128W,1,1,1
M02129W,1,1,1
M02132V,1,1,1
M02134S,0,0,0
M02138W,1,1,1
M02143W,1,1,1
M02145S,1,1,1
M02169W,1,1,1
M02170W,1,1,1
M02171W,1,1,1
M02180V,1,1,1
PROVA,0,0,0
S00276R,1,1,1
S00295R,1,1,1
S00297R,1,1,1
S00301R,1,1,1
S00302R,1,1,1
S00304R,1,1,1
S00446A,1,1,1
S00486A,1,1,1
S00487A,1,1,1
S00488G,1,1,1
S00489G,1,1,1
S00490G,1,1,1
S00578C,1,1,1
S00643C,1,1,1
S00666C,1,1,1
S00678V,1,1,1
S00697C,1,1,1
S00704C,1,1,1
S00868C,1,1,1
S00882C,1,1,1
S00883C,0,0,0
S00980H,1,1,1
S01492A,1,1,1
S01493A,1,1,1
S01494A,1,1,1
S01506A,1,1,1
S01507A,1,1,1
S01508A,1,1,1
S01510A,1,1,1
S01648R,1,1,1
S01690R,1,1,1
S01697R,1,1,1
T00030C,1,1,1
T00209C,1,1,1
T00277R,1,1,1
T00278C,1,1,1
T00278R,1,1,1
T00285R,1,1,1
T00323G,1,1,1
T00353C,1,1,1
T00353R,1,1,1
T00363A,1,1,1
T00364A,1,1,1
T00536G,1,1,1
T00537P,1,1,1
T00538H,1,1,1
T00541A,1,1,1
T00594C,1,1,1
T00602B,1,1,1
T00629C,1,1,1
T00680C,1,1,1
T00682C,1,1,1
T00695C,1,1,1
T00696C,0,0,0
T00703C,1,1,1
T00712C,1,1,1
T00737C,1,1,1
T00765C,1,1,1
T00767C,1,1,1
T00820V,1,1,1
T00825G,1,1,1
T00860A,1,1,1
T00869C,1,1,1
T00885A,1,1,1
T00922R,1,1,1
T00937A,1,1,1
T00997P,1,1,1
T00998B,1,1,1
T01000H,1,1,1
T01132B,1,1,1
T01171R,1,1,1
T01172R,1,1,1
T01173R,1,1,1
T01243G,1,1,1
T01251W,1,1,1
T01287R,1,1,1
T01288R,1,1,1
T01289R,1,1,1
T01290R,1,1,1
T01355M,1,1,1
T01426S,1,1,1
T01645R,1,1,1
T01646R,1,1,1
T01706R,1,1,1
T01943E,1,1,1
T01943R,1,1,1
T01944R,1,1,1
T01945W,1,1,1
T01960V,1,1,1
T01993E,1,1,1
T02174AC,1,1,1
TR00546,1,1,1
TR00547,0,0,0
TR00548,1,1,1
TR00549,1,1,1
TR00550,1,1,1
TR00551,1,1,1
TR00553,1,1,1
TR00554,1,1,1
TR00555,1,1,1
TR00556,1,1,1
TR00559,1,1,1
TR00560,1,1,1
TR00561,1,1,1
TR00563,1,1,1
TR00564,0,0,0
TR00566,1,1,1
TR00567,1,1,1
TR00568,1,1,1
TR00569,1,1,1
TR00570,1,1,1
TR00571,1,1,1
TR00574,1,1,1
TR00575,1,1,1
TR00576,1,1,1
TR00577,1,1,1
TR00578,1,1,1
TR00579,1,1,1
TR00580,1,1,1
TR00581,1,1,1
TR00582,1,1,1
TR00583,1,1,1
TR00584,1,1,1
TR00585,1,1,1
TR00586,1,1,1
TR00587,1,1,1
TR00588,1,1,1
TR00589,1,1,1
TR00590,1,1,1
TR00591,1,1,1
TR00592,0,0,0
TR00593,1,1,1
TR00594,1,1,1
TR00596,1,1,1
TR00597,1,1,1
TR00600,1,1,1
TR00601,1,1,1
TR00602,1,1,1
TR00603,1,1,1
TR00605,1,1,1
TR00606,1,1,1
TR00607,1,1,1
TR00608,1,1,1
TR00610,1,1,1
TR00611,1,1,1
TR00612,1,1,1
TR00613,1,1,1
TR00616,1,1,1
TR00617,1,1,1
TR00618,1,1,1
TR00619,1,1,1
TR00620,1,1,1
TR00621,1,1,1
TR00622,1,1,1
TR00623,1,1,1
TR00624,1,1,1
TR00625,1,1,1
TR00626,1,1,1
TR00627,1,1,1
TR00631,1,1,1
TR00632,1,1,1
TR00633,1,1,1
TR00635,1,1,1
TR00636,1,1,1
TR00637,1,1,1
TR00640,1,1,1
TR00641,1,1,1
TR00642,1,1,1
TR00643,1,1,1
TR00644,1,1,1
TR00645,1,1,1
TR00646,1,1,1
TR00647,1,1,1
TR00648,1,1,1
TR00650,1,1,1
TR00651,1,1,1
TR00653,1,1,1
TR00654,1,1,1
TR00658,1,1,1
TR00659,1,1,1
TR00660,1,1,1
TR00661,1,1,1
TR00662,1,1,1
TR00663,1,1,1
TR00664,1,1,1
TR00665,1,1,1
TR00666,1,1,1
TR00667,1,1,1
TR00669,1,1,1
TR00670,1,1,1
TR00672,1,1,1
TR00673,1,1,1
TR00674,1,1,1
TR00676,1,1,1
TR00677,1,1,1
TR00678,1,1,1
TR00679,1,1,1
TR00680,1,1,1
TR00681,1,1,1
TR00682,1,1,1
TR00683,1,1,1
TR00684,1,1,1
TR00685,1,1,1
TR00686,1,1,1
TR00687,1,1,1
TR00688,1,1,1
TR00689,1,1,1
TR00690,1,1,1
TR00691,1,1,1
TR00692,1,1,1
TR00693,1,1,1
TR00694,1,1,1
TR00695,1,1,1
TURBOCOMPRESSORE,0,0,0
V00030T,0,0,0
V00032T,0,0,0
V00033T,1,1,1
V00034T,1,1,1
V00035T,0,0,0
V00037T,1,1,1
V00040T,1,1,1
V00041T,1,1,1
V00042T,1,1,1
V00045T,1,1,1
V00046T,0,0,0
V00047T,1,1,1
V00048T,1,1,1
V00052T,1,1,1
V00053T,1,1,1
V00054T,1,1,1
V00056T,1,1,1
V00057T,1,1,1
V00058T,1,1,1
V00059T,0,0,0
V00061T,0,0,0
V00062T,1,1,1
V00064T,1,1,1
V00065T,1,1,1
V00067T,1,1,1
V00068T,1,1,1
V00069T,1,1,1
V00071T,1,1,1
V00072T,1,1,1
V00073T,1,1,1
V00076T,1,1,1
V00077T,1,1,1
V00078T,1,1,1
V00079T,1,1,1
V00082T,0,0,0
V00084T,1,1,1
V00088T,0,0,0
V00089T,1,1,1
V00090T,0,0,0
V00102T,1,1,1
V00107T,1,1,1
V00109T,0,0,0
V00115T,0,0,0
V00117T,1,1,1
V00124T,1,1,1
V00126T,0,0,0
V00129T,1,1,1
V00130T,1,1,1
V00133T,1,1,1
V00134T,0,0,0
V00135T,1,1,1
V00149T,1,1,1
V00151T,1,1,1
V00152T,0,0,0
V00155T,1,1,1
V00169T,0,0,0
V00172T,1,1,1
V00176T,1,1,1
V00177T,1,1,1
V00182T,0,0,0
V00185T,0,0,0
V00188T,1,1,1
V00189T,1,1,1
V00193T,1,1,1
V00198T,1,1,1
V00199T,1,1,1
V00200T,1,1,1
V00205T,0,0,0
V00207T,0,0,0
V00208T,1,1,1
V00218T,0,0,0
V00220T,1,1,1
V00221T,0,0,0
V00227T,1,1,1
V00228T,1,1,1
V00230T,1,1,1
V00241T,0,0,0
V00245T,1,1,1
V00254T,1,1,1
V00260T,1,1,1
V00263T,1,1,1
V00268T,1,1,1
V00273T,1,1,1
V00276T,1,1,1
V00277T,1,1,1
V00282T,1,1,1
V00283T,1,1,1
V00284T,1,1,1
V00300T,0,0,0
V00306T,1,1,1
V00313T,1,1,1
V00316T,1,1,1
V00324T,1,1,1
V00327T,0,0,0
V00340T,0,0,0
V00358T,1,1,1
V00362T,0,0,0
V00364T,1,1,1
V00375T,1,1,1
V00377T,1,1,1
V00378T,1,1,1
V00380T,1,1,1
V00383T,1,1,1
V00384T,1,1,1
V00385T,1,1,1
V00388T,0,0,0
V00401T,1,1,1
V00402T,1,1,1
V00410T,1,1,1
V00411T,0,0,0
V00413T,0,0,0
V00415T,0,0,0
V00416T,1,1,1
V00426T,1,1,1
V00427T,1,1,1
V00428T,0,0,0
V00429T,1,1,1
V00433T,1,1,1
V00434T,1,1,1
V00445T,1,1,1
V00449T,1,1,1
V00452T,0,0,0
V00455T,1,1,1
V00456T,1,1,1
V00460T,1,1,1
V00461T,1,1,1
V00462T,1,1,1
V00463T,1,1,1
V00466T,1,1,1
V00468T,0,0,0
V00471T,1,1,1
V00473T,1,1,1
V00476T,1,1,1
V00478T,1,1,1
V00486T,1,1,1
V00489T,1,1,1
V00495T,0,0,0
V00507T,1,1,1
V00512T,1,1,1
V00515T,1,1,1
V00517T,0,0,0
V00520T,0,0,0
V00522T,1,1,1
V00527T,0,0,0
V00545T,1,1,1
V00549T,1,1,1
V00553T,1,1,1
V00557T,1,1,1
V00560T,1,1,1
V00563T,1,1,1
V00566T,1,1,1
V00567T,1,1,1
V00570T,1,1,1
V00572T,1,1,1
V00610T,0,0,0
V00611T,1,1,1
V00620T,1,1,1
V00626T,1,1,1
V00627T,1,1,1
V00654T,1,1,1
V00655T,1,1,1
V00660T,0,0,0
V00673T,1,1,1
V00674T,1,1,1
V00681T,1,1,1
V00684T,1,1,1
V00686T,1,1,1
V00703T,1,1,1
V00718T,1,1,1
V00719T,1,1,1
V00721T,0,0,0
V00722T,1,1,1
V00742T,1,1,1
V00761T,0,0,0
V00776T,1,1,1
V00783T,1,1,1
V00784T,1,1,1
V00785T,0,0,0
V00786T,0,0,0
V00787T,1,1,1
V00797T,0,0,0
V00798T,0,0,0
V00799T,0,0,0
V00800T,0,0,0
V00801T,0,0,0
V00803T,1,1,1
V00810T,0,0,0
V00824T,1,1,1
V00825T,1,1,1
V00839T,0,0,0
V00855T,1,1,1
V00870T,1,1,1
V01000T,1,1,1
V01111E,1,1,1
V01112E,1,1,1
V01142U,1,1,1
V01143U,1,1,1
V01196R,1,1,1
V01197R,0,0,0
V01198R,1,1,1
V01199R,1,1,1
V01200R,0,0,0
V01201R,1,1,1
V01202R,1,1,1
V01260T,1,1,1
V01340T,1,1,1
V01384T,1,1,1
V01426T,1,1,1
V01476T,1,1,1
V01478T,0,0,0
V01549R,1,1,1
V01550E,1,1,1
V01551R,0,0,0
V02260T,1,1,1
VB17,0,0,0
VF57RV,0,0,0
VIDA,0,0,0
VL37RV,0,0,0
VV16RV,0,0,0
Z00864C,1,1,1
Z00865C,1,1,1
Z00866C,1,1,1
