platform,product_id,old_quantity,new_quantity,difference,run_timestamp,stock_AS-PL,stock_Abakus,stock_Airstal,stock_JPGROUP,stock_NTY,stock_Primeturbo,stock_Storm,stock_eminia trading
TIELEHABERDER,A0057,3,9,6,20250812_135901,9,0,0,0,0,0,0,0
TIELEHABERDER,A0057PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0058,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0059,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0059P,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0059PINA,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0059PR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0060,3,4,1,20250812_135901,4,0,0,0,0,0,0,0
TIELEHABERDER,A0061,3,2,-1,20250812_135901,2,0,0,0,0,0,0,0
TIELEHABERDER,A0062,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0062PR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0062SEG,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0062SR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0063,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0064,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0065,3,6,3,20250812_135901,6,0,0,0,0,0,0,0
TIELEHABERDER,A0066,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0066PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0067,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0067SEG,3,9,6,20250812_135901,9,0,0,0,0,0,0,0
TIELEHABERDER,A0068,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0068PR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0070,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0071,3,1,-2,20250812_135901,1,0,0,0,0,0,0,0
TIELEHABERDER,A0072,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0072BOSCH,3,9,6,20250812_135901,9,0,0,0,0,0,0,0
TIELEHABERDER,A0072PR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0072SEG,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0072SR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0073,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
